Date,Open,High,Low,Close,Adj Close,Volume
18/11/2002,80.800003,80.989998,79.080002,79.18,51.132584,7321300
19/11/2002,78.239998,79.449997,77.839996,78.370003,50.609501,6918400
20/11/2002,77.949997,81.709999,77.900002,81.610001,52.701824,9070900
21/11/2002,82.050003,84.919998,82.050003,84.900002,54.826431,12737200
22/11/2002,83.949997,85.169998,83.800003,84.43,54.522923,9053300
25/11/2002,84.629997,86.25,83.519997,86.199997,55.665936,8651200
26/11/2002,86.150002,86.150002,84.389999,85.059998,54.929749,8560800
27/11/2002,85.900002,88.110001,85.849998,87.699997,56.634613,8209800
29/11/2002,87.709999,88.050003,86.760002,86.919998,56.130924,2980700
02/12/2002,88.599998,89.459999,86.300003,87.300003,56.376297,9694200
03/12/2002,86.720001,87.029999,85.150002,85.209999,55.026596,7027800
04/12/2002,83.410004,84.860001,82.82,83.690002,54.045025,10053500
05/12/2002,84.900002,84.980003,82.599998,83.059998,53.638195,6900000
06/12/2002,81.5,82.75,81.07,82.32,53.160328,7594800
09/12/2002,81,81.330002,79.5,79.589996,51.397339,8841900
10/12/2002,78.599998,81,78.599998,80.800003,52.178741,6869800
11/12/2002,80.800003,82.480003,79.989998,81.440002,52.592072,6661000
12/12/2002,81.25,81.690002,79.699997,80.169998,51.771927,7208700
13/12/2002,79.25,80,78.269997,80,51.662136,7773800
16/12/2002,79.599998,81.790001,79.050003,81.620003,52.708294,8483500
17/12/2002,80.599998,81.769997,80.029999,80.309998,51.862331,6167100
18/12/2002,79.25,79.690002,78.239998,79.129997,51.100311,6514900
19/12/2002,78.599998,80.339996,78.349998,78.660004,50.796803,7319900
20/12/2002,79.400002,80,78.879997,79.790001,51.526505,8053800
23/12/2002,79.75,81.5,79.440002,80.260002,51.830051,5922200
24/12/2002,80.199997,81,79.760002,79.760002,51.507156,2420200
26/12/2002,79.809998,80.699997,78.260002,78.5,50.693447,5784300
27/12/2002,78.5,79.18,76.610001,77.360001,49.957264,6334100
30/12/2002,77,77.43,75.599998,76.25,49.240463,8066600
31/12/2002,77.099998,78.459999,77.099998,77.5,50.047672,7871400
02/01/2003,78.800003,80.57,78.190002,80.57,52.030212,7864500
03/01/2003,80.699997,81.650002,80.209999,81.650002,52.727638,5962300
06/01/2003,81.900002,84.800003,81.809998,83.589996,53.980457,7921300
07/01/2003,83.949997,86.18,83.75,86,55.536804,11906900
08/01/2003,85.550003,85.690002,84.07,84.190002,54.367912,9508800
09/01/2003,84.75,87.019997,84.75,87,56.182571,10711600
10/01/2003,85.849998,88.040001,85.699997,87.68,56.62167,9955400
13/01/2003,88.309998,88.949997,87.349998,87.510002,56.511917,10499000
14/01/2003,87.230003,88.589996,87.220001,88.580002,57.202869,7569100
15/01/2003,88.580002,88.650002,86.949997,87.589996,56.563572,8146600
16/01/2003,87.400002,87.709999,85.379997,86.050003,55.569061,9904300
17/01/2003,83.739998,83.739998,81.18,81.300003,52.501629,17331200
21/01/2003,81.300003,81.849998,80.5,80.540001,52.010853,8926900
22/01/2003,80,80.769997,79.389999,79.699997,51.468388,9432400
23/01/2003,80.150002,81.360001,79.800003,81.050003,52.340202,8371400
24/01/2003,80.599998,81.5,78.82,78.989998,51.00988,7748000
27/01/2003,77.989998,79.5,77.610001,78.419998,50.641808,9307800
28/01/2003,78.5,80.470001,78.360001,80.110001,51.733173,8017400
29/01/2003,79.5,80.699997,78.57,80.32,51.868778,7755000
30/01/2003,81.300003,81.300003,78.300003,78.300003,50.56432,7349500
31/01/2003,77.699997,78.339996,77.019997,78.199997,50.499741,9744100
03/02/2003,78.199997,78.870003,77.75,78.18,50.486805,6683500
04/02/2003,78.18,78.18,76.25,77.089996,49.782906,7216200
05/02/2003,77.849998,78.900002,76.870003,77.260002,49.892704,7427200
06/02/2003,77.110001,78.199997,76.510002,77.510002,50.151508,7755200
07/02/2003,77.970001,78.150002,76.610001,77.099998,49.88623,8296400
10/02/2003,77.099998,78.019997,76.449997,77.910004,50.410332,7949100
11/02/2003,78.300003,78.970001,77.309998,77.389999,50.073868,8598200
12/02/2003,77.5,78.089996,76.5,76.5,49.498035,5609200
13/02/2003,76.099998,76.349998,74.309998,75.860001,49.083916,11218400
14/02/2003,76.400002,77.449997,75.349998,77.449997,50.112705,8299500
18/02/2003,78.019997,79.5,77.910004,79.330002,51.329121,7791200
19/02/2003,79.080002,79.699997,78.82,79.510002,51.44558,5440300
20/02/2003,79.57,80.050003,78.709999,79.150002,51.212654,6285100
21/02/2003,79.489998,80,78.160004,79.949997,51.730286,7453900
24/02/2003,79.699997,79.989998,78.559998,78.559998,50.830902,6874700
25/02/2003,77.900002,79.370003,76.900002,79.07,51.160896,7675900
26/02/2003,78.449997,79.050003,77.300003,77.400002,50.08033,8587000
27/02/2003,77.900002,78.589996,76.75,77.279999,50.002682,9926500
28/02/2003,77,78.470001,77,77.949997,50.436195,6585200
03/03/2003,78.900002,79,77.120003,77.330002,50.035046,6618300
04/03/2003,77.599998,77.75,76.529999,76.699997,49.627415,5672200
05/03/2003,76.699997,77.730003,76.25,77.730003,50.293869,6658000
06/03/2003,77,77.779999,76.699997,77.07,49.866817,5876300
07/03/2003,75.709999,77.989998,75.709999,77.900002,50.403858,8129200
10/03/2003,77.449997,77.449997,75.5,75.699997,48.980396,6641300
11/03/2003,75.82,76.330002,75.199997,75.349998,48.753925,8119200
12/03/2003,75.25,75.629997,73.169998,75.18,48.643929,12773700
13/03/2003,75.989998,78.68,75.309998,78.449997,50.759743,10452500
14/03/2003,78.449997,79.480003,78.110001,79,51.115601,10117700
17/03/2003,78,82.669998,77.839996,82.459999,53.354317,15193000
18/03/2003,82.459999,83.5,81.489998,82.470001,53.360813,10795400
19/03/2003,82.089996,82.5,81.080002,82,53.056694,10473100
20/03/2003,81.709999,82.489998,80.639999,82.199997,53.1861,9046400
21/03/2003,82.760002,84.900002,82.760002,84.900002,54.933086,12625400
24/03/2003,82.459999,83.349998,82.230003,82.25,53.21843,9352600
25/03/2003,82,84,81.739998,83.449997,53.994892,8777100
26/03/2003,83,83.25,81.18,81.550003,52.76553,10531600
27/03/2003,80.75,82.330002,80.510002,81.449997,52.700829,7265800
28/03/2003,81.050003,81.989998,80.5,80.849998,52.312595,6649200
31/03/2003,79.260002,79.610001,78.309998,78.43,50.746792,10169200
01/04/2003,78.5,79.559998,78.120003,78.730003,50.940918,7861400
02/04/2003,79.900002,81.970001,79.900002,81.459999,52.707291,9700100
03/04/2003,82.32,83.480003,81.709999,81.910004,52.998447,9623600
04/04/2003,82.349998,82.550003,80.040001,80.790001,52.273788,8985000
07/04/2003,82.599998,82.900002,80.25,80.470001,52.066727,8881400
08/04/2003,80.620003,80.699997,78.470001,80.07,51.807915,8057600
09/04/2003,79.699997,80.739998,78.629997,78.709999,50.927925,8543200
10/04/2003,79.099998,79.25,78.129997,79.010002,51.122063,6880100
11/04/2003,80.099998,81.290001,78.449997,78.75,50.953827,7573500
14/04/2003,78.5,80.07,78.160004,80.07,51.807915,9006000
15/04/2003,80.07,82.849998,79.709999,82.790001,53.567863,13613500
16/04/2003,83.379997,84.400002,82.739998,82.879997,53.62606,10790700
17/04/2003,81.889999,84.400002,81.889999,84.260002,54.51899,8802100
21/04/2003,84.400002,84.510002,83.099998,83.360001,53.936657,6703400
22/04/2003,83.360001,86.059998,82.599998,85.629997,55.405411,9542600
23/04/2003,85.239998,85.970001,84.959999,85.75,55.483067,7084500
24/04/2003,84.650002,85.699997,84.629997,85.199997,55.127174,5943500
25/04/2003,85.209999,85.279999,83.860001,83.879997,54.273125,6790700
28/04/2003,84.050003,85.5,83.620003,85.120003,55.075439,6363600
29/04/2003,85.339996,86.489998,84.970001,85.660004,55.424854,8682900
30/04/2003,85.660004,85.669998,84.68,84.900002,54.933086,8444900
01/05/2003,85.300003,86.230003,84.470001,85.889999,55.573639,7485700
02/05/2003,84.449997,87.57,84.449997,87.57,56.660652,8381900
05/05/2003,87.199997,88,86.519997,86.519997,55.98127,7632500
06/05/2003,86.300003,88.339996,86,87.510002,56.621868,7459600
07/05/2003,86.949997,87.809998,86.5,86.68,56.187534,6754600
08/05/2003,86.370003,86.779999,85.75,86.050003,55.779163,7188200
09/05/2003,86.900002,87.699997,86.400002,87.550003,56.751488,6222600
12/05/2003,87.550003,89.260002,87.099998,89,57.691402,8445700
13/05/2003,88.779999,90.099998,88.559998,89.980003,58.326664,8668300
14/05/2003,90,90.400002,88.300003,88.699997,57.496929,7752200
15/05/2003,89.5,89.959999,89,89.900002,58.274803,7102900
16/05/2003,89.669998,89.889999,88.949997,88.989998,57.684914,6831600
19/05/2003,88.050003,88.470001,86.410004,86.449997,56.038441,7298400
20/05/2003,86.580002,87.239998,84.889999,85.769997,55.597668,7331900
21/05/2003,85.769997,86.18,85.080002,86.18,55.863434,6741000
22/05/2003,86.25,86.800003,85.800003,86.080002,55.798611,6277300
23/05/2003,85.75,85.949997,85.099998,85.260002,55.267078,5187200
27/05/2003,84.510002,87.900002,84.510002,87.690002,56.842239,7163400
28/05/2003,87.599998,88.699997,87.400002,87.57,56.764446,6539900
29/05/2003,87.57,88.589996,87.199997,87.360001,56.628323,6898900
30/05/2003,87.449997,88.68,87.449997,88.040001,57.069115,6184200
02/06/2003,89,89.080002,87.25,87.330002,56.608879,7697200
03/06/2003,84.32,85.239998,83.239998,83.82,54.333637,21106600
04/06/2003,84,84.959999,83.830002,84.25,54.612354,10734400
05/06/2003,84,84.25,81.75,81.900002,53.089062,15256300
06/06/2003,82.25,83.230003,79.839996,80.050003,51.889835,15160900
09/06/2003,80,82,79.809998,82,53.153873,9756300
10/06/2003,82.349998,82.919998,81.209999,81.709999,52.965881,8896000
11/06/2003,82.75,84.150002,82.290001,83.970001,54.430874,9815800
12/06/2003,84.800003,84.980003,83.550003,83.949997,54.417912,7072400
13/06/2003,84.150002,84.290001,82.510002,82.75,53.640057,5727500
16/06/2003,83.099998,84.550003,82.550003,84.5,54.774422,6492100
17/06/2003,84.949997,84.949997,83.800003,84.300003,54.644783,5873700
18/06/2003,84.150002,84.989998,83.220001,84.699997,54.904087,5941400
19/06/2003,84.949997,85.290001,84.5,84.550003,54.806843,7277100
20/06/2003,85,85.239998,84.690002,84.919998,55.046665,11900000
23/06/2003,84.790001,84.790001,82.970001,83.18,53.918781,6311600
24/06/2003,82.949997,84.18,82.849998,83.629997,54.210464,5062800
25/06/2003,83.550003,84.160004,82.089996,82.489998,53.471508,5548000
26/06/2003,83.699997,84.379997,82.82,84.349998,54.677197,6374400
27/06/2003,84.150002,84.650002,83.220001,83.419998,54.074333,4532900
30/06/2003,83.900002,84.199997,82.5,82.5,53.477985,7950900
01/07/2003,81.400002,83.660004,81.400002,83.589996,54.184551,5785800
02/07/2003,83.949997,84.889999,83.75,84.739998,54.93,6009700
03/07/2003,84.25,84.690002,83.480003,83.949997,54.417912,3009500
07/07/2003,84.800003,86.449997,84.739998,86.089996,55.805088,7614900
08/07/2003,86.089996,86.75,85.190002,86.25,55.908806,5873900
09/07/2003,86.099998,86.349998,84.849998,85.470001,55.403194,6709700
10/07/2003,85,85.220001,83.470001,84.029999,54.469769,7509200
11/07/2003,84.099998,85.279999,83.699997,84.889999,55.027225,4534700
14/07/2003,86,86.580002,85.419998,85.419998,55.370792,6455200
15/07/2003,86.150002,87,85.82,86.440002,56.031975,7910400
16/07/2003,87,87.029999,85.849998,86.739998,56.226429,8837600
17/07/2003,82.699997,83.940002,82.5,83.330002,54.016026,13515700
18/07/2003,83.849998,84.019997,83.209999,83.720001,54.268822,8567200
21/07/2003,83.199997,83.43,82.209999,82.5,53.477985,7036100
22/07/2003,82.5,83.260002,81.519997,81.849998,53.056664,8744300
23/07/2003,82,82.769997,81.730003,82.300003,53.348366,5326800
24/07/2003,82.949997,82.989998,81.510002,81.510002,52.836246,5859100
25/07/2003,81.599998,83.739998,81.57,83.550003,54.15863,6204700
28/07/2003,83.669998,83.699997,82.040001,82.540001,53.503914,6423500
29/07/2003,82.550003,82.879997,81.599998,81.800003,53.024242,7282700
30/07/2003,82.449997,82.449997,80.580002,80.959999,52.479736,6654600
31/07/2003,81.800003,82.540001,81.099998,81.25,52.667725,8050300
01/08/2003,81.150002,81.269997,80.050003,81.269997,52.680668,6475400
04/08/2003,80.75,81.360001,80.059998,81.129997,52.589928,5888000
05/08/2003,81.129997,81.330002,79.800003,79.849998,51.760201,7018100
06/08/2003,79.699997,80.68,78.730003,79.75,51.799171,7472200
07/08/2003,79.690002,80.82,79.379997,80.690002,52.409721,5298500
08/08/2003,81.050003,81.269997,80.349998,80.879997,52.533131,4613800
11/08/2003,80.870003,81.5,80.279999,81.019997,52.624062,4261200
12/08/2003,81.449997,81.540001,80.650002,81.510002,52.942329,4634200
13/08/2003,81.650002,82.190002,80.580002,81.199997,52.740971,5138400
14/08/2003,81,81.75,80.690002,81.559998,52.9748,4562700
15/08/2003,81.800003,81.980003,81.199997,81.790001,53.124184,3623600
18/08/2003,82.050003,83.68,81.900002,83.519997,54.247868,6847200
19/08/2003,83.099998,83.809998,82.559998,82.849998,53.812668,6318300
20/08/2003,82,83.309998,82,83.050003,53.942585,4829900
21/08/2003,83.389999,83.849998,82.849998,82.849998,53.812668,5185200
22/08/2003,84.25,84.720001,82.959999,82.970001,53.890617,7434900
25/08/2003,82.849998,83.029999,81.75,81.959999,53.234608,5150900
26/08/2003,81.650002,82.540001,81.269997,82.5,53.585369,5569600
27/08/2003,82,82.529999,81.900002,82,53.260612,3834100
28/08/2003,82,82.339996,81.269997,81.900002,53.195641,5516300
29/08/2003,81.949997,82.110001,81.559998,82.010002,53.267105,4222700
02/09/2003,82.400002,85.959999,82.300003,85.760002,55.702808,12406400
03/09/2003,86.239998,87.300003,86,86.330002,56.073017,10835700
04/09/2003,86.330002,88.290001,85.690002,87.910004,57.099258,9889100
05/09/2003,87,88.260002,86.75,86.949997,56.475708,7896600
08/09/2003,88.449997,89.660004,88.349998,89.099998,57.872166,9213400
09/09/2003,89.199997,89.970001,88.93,89.419998,58.08004,8102500
10/09/2003,88.989998,89,87.610001,87.839996,57.053791,7322600
11/09/2003,86.75,88.419998,86.400002,87.919998,57.105755,9753500
12/09/2003,87.599998,89.010002,87.199997,88.699997,57.612362,7209200
15/09/2003,89.699997,89.959999,88.389999,88.489998,57.475979,7305400
16/09/2003,88.489998,90.410004,88.489998,90.290001,58.645161,7896100
17/09/2003,90.400002,91.940002,90.199997,90.629997,58.865959,9086600
18/09/2003,90.629997,92.43,90.459999,92,59.755795,8338700
19/09/2003,92.449997,93.470001,91.800003,93.279999,60.58717,9412500
22/09/2003,92.239998,92.239998,90.900002,91.389999,59.359577,7302600
23/09/2003,91.5,92.089996,90.559998,91.339996,59.327095,7935200
24/09/2003,91.080002,91.82,89.330002,89.400002,58.067039,7575800
25/09/2003,89.400002,90.970001,89.199997,89.410004,58.073532,6585500
26/09/2003,89.410004,90.139999,89,89.050003,57.839687,5095800
29/09/2003,89.25,90.18,89.07,89.449997,58.099506,5723200
30/09/2003,89.199997,89.25,87.900002,88.330002,57.372059,7056700
01/10/2003,88.75,90.599998,88.699997,90.349998,58.684097,7925200
02/10/2003,89.550003,90.449997,89.220001,90.080002,58.508709,7428300
03/10/2003,91,91.949997,90.57,90.639999,58.872437,7479300
06/10/2003,90.739998,91.760002,90.510002,91.18,59.223171,3845400
07/10/2003,90.5,91.699997,90.400002,91.699997,59.560936,5369800
08/10/2003,92,92.870003,91.949997,92.660004,60.184486,6418900
09/10/2003,93.300003,93.599998,92.199997,92.449997,60.048069,7593000
10/10/2003,92.400002,93.18,92.360001,92.669998,60.190956,4500500
13/10/2003,93.099998,93.540001,92.580002,93.199997,60.535179,4839200
14/10/2003,92.650002,92.949997,92.32,92.720001,60.223427,4699500
15/10/2003,93.900002,94.540001,92.739998,92.739998,60.236435,11558700
16/10/2003,89.269997,89.699997,88.660004,89.279999,57.989117,16994000
17/10/2003,89.279999,89.68,88.809998,89.230003,57.956615,9506200
20/10/2003,89.349998,89.400002,88.860001,89,57.807228,6971300
21/10/2003,89.25,89.339996,88.699997,88.93,57.761734,5287100
22/10/2003,88.300003,89.010002,87.900002,88.459999,57.456509,5600100
23/10/2003,87.599998,88.400002,87.529999,88.150002,57.255131,6046400
24/10/2003,88.150002,88.639999,87.720001,88.419998,57.430534,5471700
27/10/2003,88.800003,89.099998,88.050003,88.519997,57.495461,5099200
28/10/2003,89.050003,89.900002,88.519997,89.900002,58.391796,6959000
29/10/2003,89.599998,89.940002,89.150002,89.339996,58.028084,5180700
30/10/2003,90,90.169998,89.059998,89.120003,57.88517,6535700
31/10/2003,90.709999,90.709999,89.199997,89.480003,58.118999,4836200
03/11/2003,89.900002,90.839996,89.480003,89.68,58.248905,5825200
04/11/2003,89.68,89.800003,88.860001,89.139999,57.898182,5146100
05/11/2003,88.519997,88.879997,88,88.489998,57.475979,6296300
06/11/2003,88.330002,89.589996,87.720001,89.339996,58.13319,5668600
07/11/2003,89.400002,89.599998,88.260002,88.260002,57.430435,5543500
10/11/2003,89.550003,90.470001,89.550003,89.949997,58.530109,8349700
11/11/2003,90,90.029999,88.889999,89.360001,58.146206,4841200
12/11/2003,89.449997,91.160004,89.309998,90.690002,59.011623,5901700
13/11/2003,90.400002,91.480003,90.160004,91.089996,59.271915,5277900
14/11/2003,91.019997,91.419998,89.809998,90.25,58.725323,4510200
17/11/2003,89.900002,90.050003,89.029999,89.800003,58.432487,4748200
18/11/2003,89.919998,90.18,88.900002,88.949997,57.879391,5284300
19/11/2003,88.32,89.830002,88.32,89.400002,58.172226,4156600
20/11/2003,89.300003,89.790001,88.379997,88.389999,57.51503,5111000
21/11/2003,88.400002,88.849998,88.230003,88.629997,57.671169,5935400
24/11/2003,89.029999,89.739998,88.949997,89.660004,58.341404,4722200
25/11/2003,89.660004,89.849998,89.269997,89.43,58.191738,4305700
26/11/2003,89.790001,90.089996,89.110001,89.910004,58.504097,4146800
28/11/2003,89.900002,90.68,89.620003,90.540001,58.914017,2195500
01/12/2003,90.900002,91.360001,90.480003,91.010002,59.219856,5234900
02/12/2003,90.57,91.480003,90.519997,90.75,59.050667,5091800
03/12/2003,91.150002,91.440002,90.300003,90.300003,58.75782,6169800
04/12/2003,90.050003,91.440002,90.029999,91.419998,59.486641,5360400
05/12/2003,91.300003,91.300003,90.5,90.639999,58.979073,5878400
08/12/2003,90.519997,91.470001,90.519997,91.199997,59.34346,5342000
09/12/2003,91.150002,92.160004,90.610001,90.629997,58.972584,6971500
10/12/2003,90.690002,92.739998,90.650002,91.730003,59.688339,7138000
11/12/2003,91.959999,92.970001,91.919998,92.400002,60.12431,6412100
12/12/2003,92.699997,93.160004,92.239998,92.709999,60.326015,5079800
15/12/2003,93.43,93.970001,92.080002,92.110001,59.935604,5964500
16/12/2003,92.110001,94.120003,91.879997,93.980003,61.152401,7501100
17/12/2003,93.849998,93.870003,92.849998,93.400002,60.775013,6052900
18/12/2003,93,93.379997,92.5,92.730003,60.339062,6873600
19/12/2003,93.230003,93.25,92.669998,93.139999,60.605839,7090500
22/12/2003,92.830002,93.5,92.779999,93.389999,60.768497,4332100
23/12/2003,93.07,93.440002,92.339996,92.790001,60.378086,3677000
24/12/2003,92.800003,92.800003,92.18,92.269997,60.03973,1760500
26/12/2003,92.370003,93,92.300003,92.900002,60.449673,1408500
29/12/2003,93.099998,93.730003,93.029999,93.519997,60.853073,4033900
30/12/2003,93.269997,93.5,92.360001,92.629997,60.273991,4003400
31/12/2003,92.660004,92.849998,92.160004,92.68,60.306503,4726900
02/01/2004,92.860001,93.050003,91.199997,91.550003,59.571217,5327800
05/01/2004,92,93.089996,92,93.050003,60.547264,5276300
06/01/2004,92.199997,93.190002,92.139999,93.059998,60.553787,4380000
07/01/2004,93.139999,93.379997,92.470001,92.779999,60.371555,4927600
08/01/2004,93.209999,93.209999,92.029999,93.040001,60.54073,6179800
09/01/2004,91.75,92.349998,91,91.209999,59.349995,7930900
12/01/2004,91.209999,92.139999,91.209999,91.550003,59.571217,5130400
13/01/2004,91.449997,91.510002,89.010002,89.699997,58.367439,8842500
14/01/2004,89.900002,90.459999,89.75,90.309998,58.764378,5505100
15/01/2004,95.07,95.650002,93.550003,94.019997,61.178436,19812000
16/01/2004,95,95.349998,94.709999,95.32,62.024353,9302000
20/01/2004,96,97.440002,95.730003,97.099998,63.18259,9285100
21/01/2004,97.230003,98.040001,96.639999,97.699997,63.572994,6949000
22/01/2004,97.839996,98.160004,97.32,97.510002,63.44936,4371600
23/01/2004,97.82,98.209999,97.099998,97.900002,63.703152,5283900
26/01/2004,97.900002,99.849998,97.559998,99.849998,64.971985,6189400
27/01/2004,99.400002,99.669998,98.699997,98.800003,64.288765,5345300
28/01/2004,99.150002,99.419998,97.279999,97.379997,63.364784,6549700
29/01/2004,98.099998,98.599998,96.550003,98.010002,63.774719,6642500
30/01/2004,98.019997,99.330002,97.839996,99.230003,64.568588,6137600
02/02/2004,99.150002,99.940002,98.5,99.389999,64.672699,6200000
03/02/2004,99,100,98.949997,100,65.069611,5604300
04/02/2004,99.379997,100.43,99.300003,100.190002,65.193214,8387500
05/02/2004,100,100.089996,98.260002,98.860001,64.327805,5975000
06/02/2004,98.849998,99.239998,98.25,98.940002,64.484238,5516900
09/02/2004,99.309998,99.440002,98.599998,98.949997,64.49073,3742400
10/02/2004,98.449997,99.970001,98.410004,99.610001,64.920906,4057500
11/02/2004,99.199997,100.309998,98.800003,99.959999,65.148994,5505700
12/02/2004,100.059998,100.300003,99.300003,99.300003,64.718872,3611500
13/02/2004,99.099998,100.089996,99.080002,99.709999,64.986084,3562400
17/02/2004,99.989998,100,99.32,99.370003,64.764496,3930400
18/02/2004,99.309998,99.769997,98.150002,98.419998,64.145317,4830300
19/02/2004,98.419998,99.230003,97.519997,97.800003,63.741234,5447200
20/02/2004,98.599998,98.599998,97.190002,97.309998,63.421848,5690200
23/02/2004,97.400002,97.510002,95.459999,95.959999,62.542007,6629100
24/02/2004,95.199997,97.459999,95.199997,96.790001,63.082947,7008300
25/02/2004,96.5,97.089996,96.230003,96.540001,62.920048,3362500
26/02/2004,96.269997,97.260002,96.25,96.790001,63.082947,3965700
27/02/2004,96.800003,97.379997,96.099998,96.5,62.89394,4715000
01/03/2004,96.5,97.25,96.150002,97.040001,63.245903,4454000
02/03/2004,97.599998,97.599998,96.620003,96.82,63.10252,4976200
03/03/2004,96.57,96.889999,95.599998,96.839996,63.115566,4806500
04/03/2004,96.580002,96.919998,96.129997,96.389999,62.822269,3547900
05/03/2004,95.949997,96.980003,95.559998,96.449997,62.861359,3970900
08/03/2004,96.489998,96.879997,94.589996,94.589996,61.649105,5084200
09/03/2004,94.300003,95.279999,93.769997,94.529999,61.610012,6390600
10/03/2004,94.379997,94.739998,92.68,93.059998,60.651943,6536300
11/03/2004,92,92.980003,91.150002,91.209999,59.446194,8560800
12/03/2004,92,93.379997,91.68,93.300003,60.808357,6290600
15/03/2004,92.599998,92.690002,90.879997,91.82,59.843754,6523000
16/03/2004,92.400002,92.699997,91.419998,92.449997,60.254353,4627600
17/03/2004,92.57,93.790001,92.449997,93.389999,60.866989,4663000
18/03/2004,93.050003,93.18,91.900002,92.849998,60.515038,4605200
19/03/2004,92.860001,92.970001,91.510002,91.620003,59.713409,7058700
22/03/2004,91.269997,91.480003,90.279999,91.019997,59.32235,6223500
23/03/2004,91.599998,92.160004,90.68,91.32,59.517872,5065300
24/03/2004,91.57,92.489998,91.040001,91.769997,59.811153,6210400
25/03/2004,92.150002,92.629997,91.449997,92.389999,60.215256,5585800
26/03/2004,92.389999,93.25,92.160004,92.769997,60.462898,4397700
29/03/2004,92.989998,93.610001,92.18,92.68,60.404263,4876300
30/03/2004,92.669998,92.669998,91.349998,92.32,60.169636,5415700
31/03/2004,92.07,92.239998,91.510002,91.839996,59.856796,4613500
01/04/2004,91.669998,92.68,91.620003,92.370003,60.202236,4246900
02/04/2004,93.550003,94.550003,93.330002,94.199997,61.394939,5894500
05/04/2004,93.949997,94.370003,93.510002,94.18,61.381878,3936000
06/04/2004,93.599998,93.790001,93.019997,93.699997,61.069073,3860100
07/04/2004,93.370003,93.580002,92.510002,93.080002,60.664974,4537300
08/04/2004,94,94.389999,92.550003,93.120003,60.69104,3868000
12/04/2004,93.5,94.360001,93.400002,93.739998,61.095112,3112600
13/04/2004,93.790001,94.040001,92.5,93.040001,60.638878,5013600
14/04/2004,92.099998,93.860001,92.099998,93.699997,61.069073,5316300
15/04/2004,93.800003,94.089996,93.059998,93.449997,60.906128,6844200
16/04/2004,92.300003,92.349998,91.040001,92.279999,60.143547,11118000
19/04/2004,91.900002,92.300003,91.699997,91.940002,59.921967,4159400
20/04/2004,92,92.480003,90.650002,90.650002,59.081223,4260200
21/04/2004,91.150002,91.419998,90.690002,91.260002,59.478798,4623400
22/04/2004,90.5,91.510002,89.699997,90.739998,59.139896,7988000
23/04/2004,91,91.610001,90.360001,91.279999,59.491806,5063200
26/04/2004,90.75,91.559998,90.349998,90.43,58.93784,4533600
27/04/2004,90.650002,91.989998,90.559998,91.110001,59.381039,4768000
28/04/2004,90.300003,90.980003,90.209999,90.410004,58.924805,4706000
29/04/2004,90.010002,90.260002,88.190002,89.080002,58.057949,7763200
30/04/2004,89.010002,89.199997,88.010002,88.169998,57.464878,5019500
03/05/2004,88.129997,88.519997,87.199997,88.019997,57.367107,6070100
04/05/2004,88.019997,89.739998,88,89,58.005836,5451800
05/05/2004,89.75,89.75,88.510002,88.959999,57.979752,4402300
06/05/2004,88.099998,89.099998,87.589996,88.360001,57.705444,4319100
07/05/2004,87.75,89.400002,87.620003,88.190002,57.594452,5407400
10/05/2004,87.599998,88.099998,86.370003,86.879997,56.73893,6692400
11/05/2004,87.199997,88.150002,86.82,87.129997,56.902172,6575000
12/05/2004,87.25,87.25,85.120003,86.809998,56.693203,8445800
13/05/2004,86.790001,87.410004,86.260002,87.190002,56.941383,4708400
14/05/2004,86.650002,87.349998,86.07,86.410004,56.431995,5197800
17/05/2004,85.300003,86.029999,85.150002,85.529999,55.857269,5700000
18/05/2004,86.080002,86.489998,86,86.059998,56.203392,4401100
19/05/2004,87.400002,88.879997,86.5,87.050003,56.849934,7431800
20/05/2004,87.059998,87.949997,87.050003,87.419998,57.091553,4031500
21/05/2004,87.589996,88.18,86.910004,87.129997,56.902172,5130000
24/05/2004,87.75,87.839996,86.550003,87.099998,56.882572,3778100
25/05/2004,86.75,88.919998,86.550003,88.699997,57.927509,5358100
26/05/2004,88.639999,88.849998,88.040001,88.349998,57.698929,4308200
27/05/2004,88.75,89.080002,87.980003,88.589996,57.855679,4094600
28/05/2004,88.480003,88.849998,88.25,88.589996,57.855679,3203800
01/06/2004,88,88.480003,87.300003,88.120003,57.548721,4884300
02/06/2004,88.639999,88.639999,87.889999,87.980003,57.457314,3912600
03/06/2004,87.849998,88.099998,87.349998,87.349998,57.045879,3011500
04/06/2004,87.949997,88.489998,87.5,87.559998,57.183022,3803400
07/06/2004,88.75,88.989998,88.010002,88.639999,57.888332,4264500
08/06/2004,88.639999,90.5,88.400002,90.040001,58.802631,5400300
09/06/2004,89.900002,90.550003,89.809998,90.089996,58.835274,5233400
10/06/2004,90.230003,90.75,89.889999,90.459999,59.076904,3468700
14/06/2004,90.050003,90.580002,89.620003,90.07,58.822235,4121400
15/06/2004,90.489998,91.209999,90.230003,90.540001,59.129185,4508300
16/06/2004,90.25,90.93,90.089996,90.379997,59.024654,3145700
17/06/2004,90.5,90.559998,90.07,90.440002,59.063843,4180200
18/06/2004,90.199997,90.800003,89.900002,90.059998,58.815681,6470800
21/06/2004,90.400002,90.43,89.309998,89.489998,58.443439,3843400
22/06/2004,89.279999,90.239998,89.129997,90.019997,58.789574,4149300
